City_Name,District_Name,Area_Name,Latitude,Longitude,Tourist_Place,Hidden_Place,Nearby_Hotel_Name,Hotel_Rating,Hotel_Address,Restaurant_Name,Restaurant_Rating,Restaurant_Address,Tiffin_Center_Name,Tiffin_Address,Lunch_Meals_Hotel,Lunch_Address,Accommodation_Details,Emergency_Service,Emergency_Address,Rating,Description,Final_Rating,Entry_Fee,Hotel
Araku Valley,Alluri Sitharama Raju,Vidya Krishna Agraharam,15.847468,79.691458,Vidya Krishna Agraharam Heritage Temple,Vidya Krishna Agraharam Sunset Hill,Grand Vidya Krishna Agraharam Boutique Hotel,4.4,"Near Vidya Krishna Agraharam Main Junction, Araku Valley",Vidya Krishna Agraharam Spice Dhaba,4.4,"Opposite Araku Valley Botanical Garden, Vidya Krishna Agraharam, Araku Valley",Sri Vidya Krishna Agraharam Breakfast Corner,"Market Road, Vidya Krishna Agraharam, Araku Valley",Vidya Krishna Agraharam Spice Dhaba,"Highway Bypass / Vidya Krishna Agraharam Center, Araku Valley",Grand Vidya Krishna Agraharam Boutique Hotel / Similar Accommodations,Vidya Krishna Agraharam Government Hospital,"Main Road, Vidya Krishna Agraharam, Araku Valley",4.0,,4.0,Free,
Araku Valley,Alluri Sitharama Raju,Santhi Cross Roads,15.95457,79.715037,Santhi Cross Roads Heritage Temple,Santhi Cross Roads Sunset Hill,Grand Santhi Cross Roads Lodge,4.5,"Near Santhi Cross Roads Main Junction, Araku Valley",Santhi Cross Roads Multi-Cuisine,4.7,"Opposite Araku Valley Lake Promenade, Santhi Cross Roads, Araku Valley",Sri Santhi Cross Roads Breakfast Corner,"Market Road, Santhi Cross Roads, Araku Valley",Santhi Cross Roads Multi-Cuisine,"Highway Bypass / Santhi Cross Roads Center, Araku Valley",Grand Santhi Cross Roads Lodge / Similar Accommodations,Santhi Cross Roads Primary Health Centre,"Main Road, Santhi Cross Roads, Araku Valley",4.0,,4.0,Free,
Araku Valley,Alluri Sitharama Raju,Araku Valley North Nagar,15.923585,79.68409,Araku Valley North Nagar Cultural Museum,Araku Valley North Nagar Ancient Stepwell,The Araku Valley North Nagar Residency,3.9,"Near Araku Valley North Nagar Main Junction, Araku Valley",Araku Valley North Nagar Family Restaurant,4.7,"Opposite Araku Valley Heritage Museum, Araku Valley North Nagar, Araku Valley",New Araku Valley North Nagar Tiffin Centre,"Market Road, Araku Valley North Nagar, Araku Valley",Araku Valley North Nagar Family Restaurant,"Highway Bypass / Araku Valley North Nagar Center, Araku Valley",The Araku Valley North Nagar Residency / Similar Accommodations,Araku Valley North Nagar Primary Health Centre,"Main Road, Araku Valley North Nagar, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Nehru Ram Nagar,15.943891,79.833867,Nehru Ram Nagar Lake Viewpoint,Nehru Ram Nagar Sunset Hill,Grand Nehru Ram Nagar Lodge,4.6,"Near Nehru Ram Nagar Main Junction, Araku Valley",Nehru Ram Nagar Biryani House,4.6,"Opposite Araku Valley Historic Fort Ruins, Nehru Ram Nagar, Araku Valley",Sri Nehru Ram Nagar Tiffin Centre,"Market Road, Nehru Ram Nagar, Araku Valley",Nehru Ram Nagar Biryani House,"Highway Bypass / Nehru Ram Nagar Center, Araku Valley",Grand Nehru Ram Nagar Lodge / Similar Accommodations,Nehru Ram Nagar Fire & Rescue,"Main Road, Nehru Ram Nagar, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Lakshmi Giri Peta,15.969792,79.691204,Lakshmi Giri Peta Central Park,Lakshmi Giri Peta Old Fort Ruins,Hotel Lakshmi Giri Peta Residency,4.8,"Near Lakshmi Giri Peta Main Junction, Araku Valley",Lakshmi Giri Peta Flavours,4.7,"Opposite Araku Valley Heritage Museum, Lakshmi Giri Peta, Araku Valley",Namma Lakshmi Giri Peta Breakfast Corner,"Market Road, Lakshmi Giri Peta, Araku Valley",Lakshmi Giri Peta Flavours,"Highway Bypass / Lakshmi Giri Peta Center, Araku Valley",Hotel Lakshmi Giri Peta Residency / Similar Accommodations,Lakshmi Giri Peta Primary Health Centre,"Main Road, Lakshmi Giri Peta, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Sri Krishna Gardens,16.003048,79.838645,Sri Krishna Gardens Lake Viewpoint,Sri Krishna Gardens Ancient Stepwell,Grand Sri Krishna Gardens Inn,4.3,"Near Sri Krishna Gardens Main Junction, Araku Valley",Sri Krishna Gardens Flavours,3.8,"Opposite Araku Valley Historic Fort Ruins, Sri Krishna Gardens, Araku Valley",Sri Sri Krishna Gardens Cafe,"Market Road, Sri Krishna Gardens, Araku Valley",Sri Krishna Gardens Flavours,"Highway Bypass / Sri Krishna Gardens Center, Araku Valley",Grand Sri Krishna Gardens Inn / Similar Accommodations,Sri Krishna Gardens Fire & Rescue,"Main Road, Sri Krishna Gardens, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,New Phase 1,15.827902,79.658211,New Phase 1 Cultural Museum,New Phase 1 Sunset Hill,Hotel New Phase 1 Suites,4.7,"Near New Phase 1 Main Junction, Araku Valley",New Phase 1 Family Restaurant,4.7,"Opposite Araku Valley Lake Promenade, New Phase 1, Araku Valley",Sri New Phase 1 Darshini,"Market Road, New Phase 1, Araku Valley",New Phase 1 Family Restaurant,"Highway Bypass / New Phase 1 Center, Araku Valley",Hotel New Phase 1 Suites / Similar Accommodations,New Phase 1 Primary Health Centre,"Main Road, New Phase 1, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Sri Colony,15.914815,79.67113,Sri Colony Heritage Temple,Sri Colony Ancient Stepwell,Hotel Sri Colony Boutique Hotel,4.6,"Near Sri Colony Main Junction, Araku Valley",Sri Colony Multi-Cuisine,3.6,"Opposite Araku Valley Local Shiva Temple, Sri Colony, Araku Valley",Sri Sri Colony Darshini,"Market Road, Sri Colony, Araku Valley",Sri Colony Multi-Cuisine,"Highway Bypass / Sri Colony Center, Araku Valley",Hotel Sri Colony Boutique Hotel / Similar Accommodations,Sri Colony Local Police Station,"Main Road, Sri Colony, Araku Valley",4.0,,4.0,Free,
Araku Valley,Alluri Sitharama Raju,Lakshmi Phase 1,15.838791,79.768025,Lakshmi Phase 1 Cultural Museum,Lakshmi Phase 1 Old Fort Ruins,The Lakshmi Phase 1 Suites,4.2,"Near Lakshmi Phase 1 Main Junction, Araku Valley",Lakshmi Phase 1 Flavours,3.7,"Opposite Araku Valley Local Shiva Temple, Lakshmi Phase 1, Araku Valley",New Lakshmi Phase 1 Cafe,"Market Road, Lakshmi Phase 1, Araku Valley",Lakshmi Phase 1 Flavours,"Highway Bypass / Lakshmi Phase 1 Center, Araku Valley",The Lakshmi Phase 1 Suites / Similar Accommodations,Lakshmi Phase 1 Primary Health Centre,"Main Road, Lakshmi Phase 1, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Araku Valley South Cross Roads,15.864874,79.699827,Araku Valley South Cross Roads Cultural Museum,Araku Valley South Cross Roads Old Fort Ruins,The Araku Valley South Cross Roads Residency,4.7,"Near Araku Valley South Cross Roads Main Junction, Araku Valley",Araku Valley South Cross Roads Multi-Cuisine,3.7,"Opposite Araku Valley City Central Park, Araku Valley South Cross Roads, Araku Valley",New Araku Valley South Cross Roads Tiffin Centre,"Market Road, Araku Valley South Cross Roads, Araku Valley",Araku Valley South Cross Roads Multi-Cuisine,"Highway Bypass / Araku Valley South Cross Roads Center, Araku Valley",The Araku Valley South Cross Roads Residency / Similar Accommodations,Araku Valley South Cross Roads Fire & Rescue,"Main Road, Araku Valley South Cross Roads, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Araku Valley West Extension,15.841256,79.802678,Araku Valley West Extension Central Park,Araku Valley West Extension Sunset Hill,Grand Araku Valley West Extension Boutique Hotel,4.5,"Near Araku Valley West Extension Main Junction, Araku Valley",Araku Valley West Extension Family Restaurant,4.0,"Opposite Araku Valley Botanical Garden, Araku Valley West Extension, Araku Valley",Authentic Araku Valley West Extension Cafe,"Market Road, Araku Valley West Extension, Araku Valley",Araku Valley West Extension Family Restaurant,"Highway Bypass / Araku Valley West Extension Center, Araku Valley",Grand Araku Valley West Extension Boutique Hotel / Similar Accommodations,Araku Valley West Extension Government Hospital,"Main Road, Araku Valley West Extension, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Araku Valley South Gardens,15.886133,79.774984,Araku Valley South Gardens Historic Monument,Araku Valley South Gardens Sunset Hill,Grand Araku Valley South Gardens Inn,4.9,"Near Araku Valley South Gardens Main Junction, Araku Valley",Araku Valley South Gardens Flavours,3.9,"Opposite Araku Valley Botanical Garden, Araku Valley South Gardens, Araku Valley",Authentic Araku Valley South Gardens Darshini,"Market Road, Araku Valley South Gardens, Araku Valley",Araku Valley South Gardens Flavours,"Highway Bypass / Araku Valley South Gardens Center, Araku Valley",Grand Araku Valley South Gardens Inn / Similar Accommodations,Araku Valley South Gardens Government Hospital,"Main Road, Araku Valley South Gardens, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Lakshmi Enclave,15.982199,79.820691,Lakshmi Enclave Historic Monument,Lakshmi Enclave Sunset Hill,Grand Lakshmi Enclave Inn,3.9,"Near Lakshmi Enclave Main Junction, Araku Valley",Lakshmi Enclave Family Restaurant,4.2,"Opposite Araku Valley Heritage Museum, Lakshmi Enclave, Araku Valley",New Lakshmi Enclave Tiffin Centre,"Market Road, Lakshmi Enclave, Araku Valley",Lakshmi Enclave Family Restaurant,"Highway Bypass / Lakshmi Enclave Center, Araku Valley",Grand Lakshmi Enclave Inn / Similar Accommodations,Lakshmi Enclave Government Hospital,"Main Road, Lakshmi Enclave, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Araku Valley South Peta,15.969107,79.64735,Araku Valley South Peta Lake Viewpoint,Araku Valley South Peta Weavers Hamlet,Hotel Araku Valley South Peta Lodge,4.9,"Near Araku Valley South Peta Main Junction, Araku Valley",Araku Valley South Peta Family Restaurant,4.5,"Opposite Araku Valley Lake Promenade, Araku Valley South Peta, Araku Valley",Sri Araku Valley South Peta Darshini,"Market Road, Araku Valley South Peta, Araku Valley",Araku Valley South Peta Family Restaurant,"Highway Bypass / Araku Valley South Peta Center, Araku Valley",Hotel Araku Valley South Peta Lodge / Similar Accommodations,Araku Valley South Peta Local Police Station,"Main Road, Araku Valley South Peta, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Araku Valley South Enclave,16.011547,79.833967,Araku Valley South Enclave Historic Monument,Araku Valley South Enclave Sunset Hill,Hotel Araku Valley South Enclave Lodge,4.2,"Near Araku Valley South Enclave Main Junction, Araku Valley",Araku Valley South Enclave Family Restaurant,4.2,"Opposite Araku Valley Botanical Garden, Araku Valley South Enclave, Araku Valley",Namma Araku Valley South Enclave Darshini,"Market Road, Araku Valley South Enclave, Araku Valley",Araku Valley South Enclave Family Restaurant,"Highway Bypass / Araku Valley South Enclave Center, Araku Valley",Hotel Araku Valley South Enclave Lodge / Similar Accommodations,Araku Valley South Enclave Local Police Station,"Main Road, Araku Valley South Enclave, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Araku Valley South Agraharam,15.888463,79.690624,Araku Valley South Agraharam Lake Viewpoint,Araku Valley South Agraharam Ancient Stepwell,Grand Araku Valley South Agraharam Residency,4.7,"Near Araku Valley South Agraharam Main Junction, Araku Valley",Araku Valley South Agraharam Flavours,4.2,"Opposite Araku Valley Lake Promenade, Araku Valley South Agraharam, Araku Valley",Authentic Araku Valley South Agraharam Darshini,"Market Road, Araku Valley South Agraharam, Araku Valley",Araku Valley South Agraharam Flavours,"Highway Bypass / Araku Valley South Agraharam Center, Araku Valley",Grand Araku Valley South Agraharam Residency / Similar Accommodations,Araku Valley South Agraharam Government Hospital,"Main Road, Araku Valley South Agraharam, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Balaji Palem,16.00976,79.757586,Balaji Palem Central Park,Balaji Palem Old Fort Ruins,Hotel Balaji Palem Residency,3.9,"Near Balaji Palem Main Junction, Araku Valley",Balaji Palem Spice Dhaba,3.9,"Opposite Araku Valley Lake Promenade, Balaji Palem, Araku Valley",Namma Balaji Palem Cafe,"Market Road, Balaji Palem, Araku Valley",Balaji Palem Spice Dhaba,"Highway Bypass / Balaji Palem Center, Araku Valley",Hotel Balaji Palem Residency / Similar Accommodations,Balaji Palem Primary Health Centre,"Main Road, Balaji Palem, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Santhi Krishna Peta,15.831589,79.731175,Santhi Krishna Peta Heritage Temple,Santhi Krishna Peta Old Fort Ruins,Hotel Santhi Krishna Peta Boutique Hotel,4.0,"Near Santhi Krishna Peta Main Junction, Araku Valley",Santhi Krishna Peta Multi-Cuisine,3.9,"Opposite Araku Valley City Central Park, Santhi Krishna Peta, Araku Valley",New Santhi Krishna Peta Cafe,"Market Road, Santhi Krishna Peta, Araku Valley",Santhi Krishna Peta Multi-Cuisine,"Highway Bypass / Santhi Krishna Peta Center, Araku Valley",Hotel Santhi Krishna Peta Boutique Hotel / Similar Accommodations,Santhi Krishna Peta Local Police Station,"Main Road, Santhi Krishna Peta, Araku Valley",4.0,,4.0,Free,
Araku Valley,Alluri Sitharama Raju,Revenue Colony,15.8897,79.665369,Revenue Colony Central Park,Revenue Colony Ancient Stepwell,Hotel Revenue Colony Lodge,4.6,"Near Revenue Colony Main Junction, Araku Valley",Revenue Colony Spice Dhaba,4.2,"Opposite Araku Valley City Central Park, Revenue Colony, Araku Valley",Namma Revenue Colony Darshini,"Market Road, Revenue Colony, Araku Valley",Revenue Colony Spice Dhaba,"Highway Bypass / Revenue Colony Center, Araku Valley",Hotel Revenue Colony Lodge / Similar Accommodations,Revenue Colony Government Hospital,"Main Road, Revenue Colony, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Nehru Giri Hills,15.914651,79.733127,Nehru Giri Hills Central Park,Nehru Giri Hills Weavers Hamlet,Grand Nehru Giri Hills Lodge,4.5,"Near Nehru Giri Hills Main Junction, Araku Valley",Nehru Giri Hills Spice Dhaba,4.0,"Opposite Araku Valley Botanical Garden, Nehru Giri Hills, Araku Valley",Namma Nehru Giri Hills Tiffin Centre,"Market Road, Nehru Giri Hills, Araku Valley",Nehru Giri Hills Spice Dhaba,"Highway Bypass / Nehru Giri Hills Center, Araku Valley",Grand Nehru Giri Hills Lodge / Similar Accommodations,Nehru Giri Hills Government Hospital,"Main Road, Nehru Giri Hills, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Araku Valley West Agraharam,15.926331,79.816435,Araku Valley West Agraharam Central Park,Araku Valley West Agraharam Weavers Hamlet,The Araku Valley West Agraharam Boutique Hotel,3.9,"Near Araku Valley West Agraharam Main Junction, Araku Valley",Araku Valley West Agraharam Multi-Cuisine,4.6,"Opposite Araku Valley Historic Fort Ruins, Araku Valley West Agraharam, Araku Valley",Sri Araku Valley West Agraharam Cafe,"Market Road, Araku Valley West Agraharam, Araku Valley",Araku Valley West Agraharam Multi-Cuisine,"Highway Bypass / Araku Valley West Agraharam Center, Araku Valley",The Araku Valley West Agraharam Boutique Hotel / Similar Accommodations,Araku Valley West Agraharam Government Hospital,"Main Road, Araku Valley West Agraharam, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,Maruthi Hills,16.003153,79.796068,Maruthi Hills Central Park,Maruthi Hills Sunset Hill,Grand Maruthi Hills Inn,4.2,"Near Maruthi Hills Main Junction, Araku Valley",Maruthi Hills Spice Dhaba,3.8,"Opposite Araku Valley City Central Park, Maruthi Hills, Araku Valley",New Maruthi Hills Tiffin Centre,"Market Road, Maruthi Hills, Araku Valley",Maruthi Hills Spice Dhaba,"Highway Bypass / Maruthi Hills Center, Araku Valley",Grand Maruthi Hills Inn / Similar Accommodations,Maruthi Hills Primary Health Centre,"Main Road, Maruthi Hills, Araku Valley",4.0,,4.0,,
Araku Valley,Alluri Sitharama Raju,NGO Colony,15.858224,79.721919,NGO Colony Heritage Temple,NGO Colony Weavers Hamlet,Grand NGO Colony Lodge,4.4,"Near NGO Colony Main Junction, Araku Valley",NGO Colony Family Restaurant,4.5,"Opposite Araku Valley Heritage Museum, NGO Colony, Araku Valley",New NGO Colony Tiffin Centre,"Market Road, NGO Colony, Araku Valley",NGO Colony Family Restaurant,"Highway Bypass / NGO Colony Center, Araku Valley",Grand NGO Colony Lodge / Similar Accommodations,NGO Colony Government Hospital,"Main Road, NGO Colony, Araku Valley",4.0,,4.0,Free,
Araku Valley,Alluri Sitharama Raju,Srinivasa Puram Junction,15.849559,79.708669,Srinivasa Puram Junction Heritage Temple,Srinivasa Puram Junction Hidden Creek,Hotel Srinivasa Puram Junction Residency,4.6,"Near Srinivasa Puram Junction Main Junction, Araku Valley",Srinivasa Puram Junction Family Restaurant,3.8,"Opposite Araku Valley Heritage Museum, Srinivasa Puram Junction, Araku Valley",Sri Srinivasa Puram Junction Tiffin Centre,"Market Road, Srinivasa Puram Junction, Araku Valley",Srinivasa Puram Junction Family Restaurant,"Highway Bypass / Srinivasa Puram Junction Center, Araku Valley",Hotel Srinivasa Puram Junction Residency / Similar Accommodations,Srinivasa Puram Junction Government Hospital,"Main Road, Srinivasa Puram Junction, Araku Valley",4.0,,4.0,Free,
Araku Valley,Alluri Sitharama Raju,Araku Valley RTC Bus Stand Area,15.978277,79.743737,Araku Valley Heritage Temple,Araku Valley Sunset Hill,The Araku Valley Lodge,4.5,"Near Araku Valley RTC Bus Stand Area Main Junction, Araku Valley",Araku Valley Biryani House,4.5,"Opposite Araku Valley Historic Fort Ruins, Araku Valley RTC Bus Stand Area, Araku Valley",Namma Araku Valley Tiffin Centre,"Market Road, Araku Valley RTC Bus Stand Area, Araku Valley",Araku Valley Biryani House,"Highway Bypass / Araku Valley RTC Bus Stand Area Center, Araku Valley",The Araku Valley Lodge / Similar Accommodations,Araku Valley Primary Health Centre,"Main Road, Araku Valley RTC Bus Stand Area, Araku Valley",4.0,,4.0,Free,
