City_Name,District_Name,Areas
Devanakonda,Kurnool,"Devanakonda Main Bazar, Devanakonda RTC Bus Stand Area, NGO Colony, Santhi Nagar, Devanakonda Main Road, Gandhi Nagar, Maruthi Nagar, Kothapeta, Sai Nagar, Bhavani Nagar"
Gonegandla,Kurnool,"Gonegandla Main Bazar, Gonegandla RTC Bus Stand Area, Revenue Colony, Gonegandla Railway Station Area, Gonegandla Police Station Road, Gonegandla Main Road, Santhi Nagar, Sai Nagar"
Guduru,Kurnool,"Guduru Main Bazar, Guduru RTC Bus Stand Area, Bhavani Nagar, Gandhi Nagar, Kothapeta, Revenue Colony, Guduru Main Road, NGO Colony, Sai Nagar, Santhi Nagar"
Holagunda,Kurnool,"Holagunda Main Bazar, Holagunda RTC Bus Stand Area, Holagunda Police Station Road, Holagunda Main Road, Holagunda Railway Station Area, Revenue Colony, Gandhi Nagar, Kothapeta, Bhavani Nagar"
Kosigi,Kurnool,"Kosigi Main Bazar, Kosigi RTC Bus Stand Area, Sai Nagar, Kosigi Railway Station Area, Santhi Nagar, Kothapeta, Revenue Colony, Gandhi Nagar, Kosigi Main Road, Maruthi Nagar"
Kowthalam,Kurnool,"Kowthalam Main Bazar, Kowthalam RTC Bus Stand Area, Maruthi Nagar, Kowthalam Police Station Road, Santhi Nagar, Gandhi Nagar, Kowthalam Main Road, Bhavani Nagar, Kowthalam Railway Station Area, Sai Nagar"
Krishnagiri,Kurnool,"Krishnagiri Main Bazar, Krishnagiri RTC Bus Stand Area, Krishnagiri Police Station Road, Krishnagiri Railway Station Area, Bhavani Nagar, Krishnagiri Main Road, NGO Colony, Maruthi Nagar"
Maddikera,Kurnool,"Maddikera Main Bazar, Maddikera RTC Bus Stand Area, Sai Nagar, NGO Colony, Gandhi Nagar, Maddikera Main Road"
Orvakal,Kurnool,"Orvakal Main Bazar, Orvakal RTC Bus Stand Area, Maruthi Nagar, Gandhi Nagar, Orvakal Railway Station Area, Orvakal Police Station Road, Santhi Nagar"
Pagidyala,Kurnool,"Pagidyala Main Bazar, Pagidyala RTC Bus Stand Area, Pagidyala Railway Station Area, NGO Colony, Kothapeta, Maruthi Nagar, Gandhi Nagar"
Peapully,Kurnool,"Peapully Main Bazar, Peapully RTC Bus Stand Area, Bhavani Nagar, Peapully Police Station Road, Maruthi Nagar, Gandhi Nagar, NGO Colony, Peapully Main Road, Kothapeta, Revenue Colony"
Srisailam,Kurnool,"Srisailam Main Bazar, Srisailam RTC Bus Stand Area, Srisailam Main Road, Srisailam Police Station Road, Gandhi Nagar, Revenue Colony"
Tuggali,Kurnool,"Tuggali Main Bazar, Tuggali RTC Bus Stand Area, Santhi Nagar, Tuggali Railway Station Area, Tuggali Main Road, NGO Colony, Revenue Colony, Kothapeta, Gandhi Nagar"
Velgodu,Kurnool,"Velgodu Main Bazar, Velgodu RTC Bus Stand Area, Bhavani Nagar, Gandhi Nagar, Revenue Colony, Sai Nagar, Maruthi Nagar, Velgodu Railway Station Area, Velgodu Police Station Road, NGO Colony"
Nandyal,Nandyal,"Ponnapuram Colony, Kranthi Nagar, Tekke Area, Sanjeeva Nagar, Srinivasa Nagar, NGO's Colony, Junuthala, Rahimanpuram, Gandhi Chowk"
Allagadda,Nandyal,"Allagadda Main Bazar, Allagadda RTC Bus Stand Area, Revenue Colony, Sai Nagar, Gandhi Nagar, Kothapeta"
Atmakur,Nandyal,"Atmakur Main Bazar, Atmakur RTC Bus Stand Area, Atmakur Main Road, Maruthi Nagar, Sai Nagar, Revenue Colony, Santhi Nagar, Atmakur Police Station Road"
Banaganapalle,Nandyal,"Banaganapalle Main Bazar, Banaganapalle RTC Bus Stand Area, Santhi Nagar, Kothapeta, Banaganapalle Police Station Road, Banaganapalle Railway Station Area, Bhavani Nagar, NGO Colony, Revenue Colony, Maruthi Nagar, Sai Nagar"
Dhone,Nandyal,"Dhone Main Bazar, Dhone RTC Bus Stand Area, Sai Nagar, Bhavani Nagar, Maruthi Nagar, Revenue Colony, NGO Colony, Dhone Main Road"
Koilakuntla,Nandyal,"Koilakuntla Main Bazar, Koilakuntla RTC Bus Stand Area, Bhavani Nagar, Koilakuntla Police Station Road, Maruthi Nagar, Koilakuntla Railway Station Area, NGO Colony, Kothapeta, Sai Nagar"
Nandikotkur,Nandyal,"Nandikotkur Main Bazar, Nandikotkur RTC Bus Stand Area, Revenue Colony, Sai Nagar, Maruthi Nagar, Nandikotkur Police Station Road, Nandikotkur Railway Station Area, Santhi Nagar, NGO Colony, Nandikotkur Main Road"
Panyam,Nandyal,"Panyam Main Bazar, Panyam RTC Bus Stand Area, NGO Colony, Bhavani Nagar, Panyam Police Station Road, Gandhi Nagar, Santhi Nagar, Sai Nagar"
Bethamcherla,Nandyal,"Bethamcherla Main Bazar, Bethamcherla RTC Bus Stand Area, Sai Nagar, Bethamcherla Railway Station Area, NGO Colony, Gandhi Nagar, Kothapeta"
Gadivemula,Nandyal,"Gadivemula Main Bazar, Gadivemula RTC Bus Stand Area, Bhavani Nagar, Santhi Nagar, Gadivemula Main Road, NGO Colony"
Gospadu,Nandyal,"Gospadu Main Bazar, Gospadu RTC Bus Stand Area, NGO Colony, Maruthi Nagar, Gospadu Main Road, Kothapeta, Revenue Colony, Gospadu Railway Station Area, Gospadu Police Station Road, Santhi Nagar, Gandhi Nagar"
Jupadu Bungalow,Nandyal,"Jupadu Bungalow Main Bazar, Jupadu Bungalow RTC Bus Stand Area, Santhi Nagar, Jupadu Bungalow Main Road, Jupadu Bungalow Police Station Road, Kothapeta, Gandhi Nagar, Revenue Colony, NGO Colony, Bhavani Nagar, Jupadu Bungalow Railway Station Area"
Kothapalle,Nandyal,"Kothapalle Main Bazar, Kothapalle RTC Bus Stand Area, Santhi Nagar, Bhavani Nagar, Kothapeta, Gandhi Nagar, Sai Nagar, Kothapalle Police Station Road, NGO Colony, Kothapalle Railway Station Area"
Mahanandi,Nandyal,"Mahanandi Main Bazar, Mahanandi RTC Bus Stand Area, Maruthi Nagar, Sai Nagar, Mahanandi Police Station Road, Gandhi Nagar, Santhi Nagar, Mahanandi Main Road, Kothapeta, Revenue Colony, Mahanandi Railway Station Area, Bhavani Nagar"
Nandivargam,Nandyal,"Nandivargam Main Bazar, Nandivargam RTC Bus Stand Area, NGO Colony, Bhavani Nagar, Santhi Nagar, Nandivargam Police Station Road, Kothapeta"
Owk,Nandyal,"Owk Main Bazar, Owk RTC Bus Stand Area, Kothapeta, NGO Colony, Owk Railway Station Area, Sai Nagar, Maruthi Nagar, Revenue Colony"
Pagidyala,Nandyal,"Pagidyala Main Bazar, Pagidyala RTC Bus Stand Area, Pagidyala Railway Station Area, NGO Colony, Kothapeta, Maruthi Nagar, Gandhi Nagar"
Pamulapadu,Nandyal,"Pamulapadu Main Bazar, Pamulapadu RTC Bus Stand Area, Maruthi Nagar, Pamulapadu Railway Station Area, Sai Nagar, Pamulapadu Main Road, Santhi Nagar, Gandhi Nagar, NGO Colony"
Peapully,Nandyal,"Peapully Main Bazar, Peapully RTC Bus Stand Area, Bhavani Nagar, Peapully Police Station Road, Maruthi Nagar, Gandhi Nagar, NGO Colony, Peapully Main Road, Kothapeta, Revenue Colony"
Rudravaram,Nandyal,"Rudravaram Main Bazar, Rudravaram RTC Bus Stand Area, Sai Nagar, Revenue Colony, NGO Colony, Maruthi Nagar, Gandhi Nagar, Kothapeta, Rudravaram Police Station Road, Rudravaram Main Road"
Sanjamala,Nandyal,"Sanjamala Main Bazar, Sanjamala RTC Bus Stand Area, NGO Colony, Gandhi Nagar, Sanjamala Railway Station Area, Sai Nagar, Sanjamala Police Station Road"
Sirvel,Nandyal,"Sirvel Main Bazar, Sirvel RTC Bus Stand Area, Sirvel Police Station Road, Bhavani Nagar, Sirvel Main Road, NGO Colony"
Uyyalawada,Nandyal,"Uyyalawada Main Bazar, Uyyalawada RTC Bus Stand Area, Uyyalawada Police Station Road, Santhi Nagar, Uyyalawada Railway Station Area, Gandhi Nagar, Uyyalawada Main Road"
Velgodu,Nandyal,"Velgodu Main Bazar, Velgodu RTC Bus Stand Area, Bhavani Nagar, Gandhi Nagar, Revenue Colony, Sai Nagar, Maruthi Nagar, Velgodu Railway Station Area, Velgodu Police Station Road, NGO Colony"
Chagalamarri,Nandyal,"Chagalamarri Main Bazar, Chagalamarri RTC Bus Stand Area, Kothapeta, Chagalamarri Railway Station Area, Revenue Colony, Gandhi Nagar, Santhi Nagar, Chagalamarri Main Road"
Kolimigundla,Nandyal,"Kolimigundla Main Bazar, Kolimigundla RTC Bus Stand Area, Kothapeta, Kolimigundla Main Road, Gandhi Nagar, Sai Nagar, NGO Colony, Kolimigundla Police Station Road, Kolimigundla Railway Station Area, Santhi Nagar, Bhavani Nagar"
Puttaparthi,Sri Sathya Sai,"Puttaparthi Main Bazar, Puttaparthi RTC Bus Stand Area, NGO Colony, Puttaparthi Police Station Road, Kothapeta, Puttaparthi Main Road, Puttaparthi Railway Station Area, Maruthi Nagar, Gandhi Nagar"
Dharmavaram,Sri Sathya Sai,"Damajipalli, Pyadindi, Weaver’s Colony, Tadipatri Road, Puttaparthi Road, Shanti Nagar, Kothapeta"
Kadiri,Sri Sathya Sai,"Gutibayalu, Kattarupalli Road, Temple Street, Panduranga Nagar, NGO Colony, Thilak Nagar"
Hindupur,Sri Sathya Sai,"Chinna Market Circle, Mukkidipeta, MF Road, Melapuram, Lepakshi Road, Housing Board Colony, Srinivas Nagar, Rahmath Nagar"
Penukonda,Sri Sathya Sai,"Penukonda Main Bazar, Penukonda RTC Bus Stand Area, Santhi Nagar, Bhavani Nagar, Maruthi Nagar, Revenue Colony, Sai Nagar, Penukonda Main Road"
Kothacheruvu,Sri Sathya Sai,"Kothacheruvu Main Bazar, Kothacheruvu RTC Bus Stand Area, Sai Nagar, Kothacheruvu Railway Station Area, Santhi Nagar, Maruthi Nagar, Revenue Colony, Bhavani Nagar"
Bukkapatnam,Sri Sathya Sai,"Bukkapatnam Main Bazar, Bukkapatnam RTC Bus Stand Area, Bhavani Nagar, Kothapeta, Gandhi Nagar, Santhi Nagar, Bukkapatnam Police Station Road, Bukkapatnam Main Road, Maruthi Nagar, NGO Colony, Bukkapatnam Railway Station Area"
Chennekothapalli,Sri Sathya Sai,"Chennekothapalli Main Bazar, Chennekothapalli RTC Bus Stand Area, Santhi Nagar, Revenue Colony, Maruthi Nagar, Sai Nagar, Kothapeta, Chennekothapalli Police Station Road, Gandhi Nagar, Bhavani Nagar"
Kanaganapalli,Sri Sathya Sai,"Kanaganapalli Main Bazar, Kanaganapalli RTC Bus Stand Area, NGO Colony, Sai Nagar, Gandhi Nagar, Maruthi Nagar, Kanaganapalli Railway Station Area, Kanaganapalli Police Station Road"
Kundurpi,Sri Sathya Sai,"Kundurpi Main Bazar, Kundurpi RTC Bus Stand Area, Maruthi Nagar, Gandhi Nagar, Santhi Nagar, Bhavani Nagar, Kundurpi Police Station Road, Revenue Colony, Sai Nagar, Kundurpi Railway Station Area"
Settur,Sri Sathya Sai,"Settur Main Bazar, Settur RTC Bus Stand Area, Bhavani Nagar, NGO Colony, Maruthi Nagar, Gandhi Nagar, Sai Nagar, Settur Main Road, Kothapeta"
Somandepalli,Sri Sathya Sai,"Somandepalli Main Bazar, Somandepalli RTC Bus Stand Area, Bhavani Nagar, Santhi Nagar, Gandhi Nagar, Somandepalli Main Road"
Chilamathur,Sri Sathya Sai,"Chilamathur Main Bazar, Chilamathur RTC Bus Stand Area, Revenue Colony, NGO Colony, Chilamathur Main Road, Kothapeta, Maruthi Nagar, Chilamathur Police Station Road, Bhavani Nagar"
Gudibanda,Sri Sathya Sai,"Gudibanda Main Bazar, Gudibanda RTC Bus Stand Area, Sai Nagar, Kothapeta, Revenue Colony, Gudibanda Main Road, NGO Colony"
Amadagur,Sri Sathya Sai,"Amadagur Main Bazar, Amadagur RTC Bus Stand Area, Gandhi Nagar, NGO Colony, Revenue Colony, Amadagur Railway Station Area, Maruthi Nagar, Santhi Nagar, Kothapeta"
Tanakal,Sri Sathya Sai,"Tanakal Main Bazar, Tanakal RTC Bus Stand Area, Maruthi Nagar, Gandhi Nagar, Santhi Nagar, Tanakal Main Road, Tanakal Police Station Road, Sai Nagar, Kothapeta, Tanakal Railway Station Area"
Nallamada,Sri Sathya Sai,"Nallamada Main Bazar, Nallamada RTC Bus Stand Area, Nallamada Main Road, Sai Nagar, Maruthi Nagar, Kothapeta, Santhi Nagar"
Obuladevaracheruvu,Sri Sathya Sai,"Obuladevaracheruvu Main Bazar, Obuladevaracheruvu RTC Bus Stand Area, Santhi Nagar, Kothapeta, Obuladevaracheruvu Police Station Road, Revenue Colony, NGO Colony, Bhavani Nagar"
Roddam,Sri Sathya Sai,"Roddam Main Bazar, Roddam RTC Bus Stand Area, Roddam Main Road, Gandhi Nagar, Roddam Railway Station Area, Bhavani Nagar, Kothapeta"
Ramagiri,Sri Sathya Sai,"Ramagiri Main Bazar, Ramagiri RTC Bus Stand Area, NGO Colony, Bhavani Nagar, Ramagiri Main Road, Gandhi Nagar, Sai Nagar, Ramagiri Railway Station Area, Revenue Colony"
Bathalapalli,Sri Sathya Sai,"Bathalapalli Main Bazar, Bathalapalli RTC Bus Stand Area, Bathalapalli Railway Station Area, Gandhi Nagar, Santhi Nagar, NGO Colony, Bhavani Nagar, Bathalapalli Main Road"
Kalyandurg,Sri Sathya Sai,"Kalyandurg Main Bazar, Kalyandurg RTC Bus Stand Area, Santhi Nagar, NGO Colony, Maruthi Nagar, Sai Nagar, Kalyandurg Railway Station Area"
Gorantla,Sri Sathya Sai,"Gorantla Main Bazar, Gorantla RTC Bus Stand Area, Revenue Colony, Gorantla Railway Station Area, Maruthi Nagar, Gorantla Police Station Road, Kothapeta, Sai Nagar, Bhavani Nagar, Gorantla Main Road, Santhi Nagar"
Madakasira,Sri Sathya Sai,"Madakasira Main Bazar, Madakasira RTC Bus Stand Area, Revenue Colony, Madakasira Main Road, Kothapeta, NGO Colony, Madakasira Police Station Road, Madakasira Railway Station Area"
Tirupati,Tirupati,"KT Road, Srinivasapuram, Padmavatipuram, Avilala, Madura Nagar, Vidya Nagar, Akkarampalli, Karakambadi Road, Mallavaram, AIR Bypass Road, MR Palli, Balaji Colony, Bhavani Nagar, Korlagunta"
Srikalahasti,Tirupati,"Srikalahasti Main Bazar, Srikalahasti RTC Bus Stand Area, Srikalahasti Main Road, Bhavani Nagar, Kothapeta, Sai Nagar, Gandhi Nagar, Srikalahasti Police Station Road"
Renigunta,Tirupati,"Renigunta Main Bazar, Renigunta RTC Bus Stand Area, Bhavani Nagar, Santhi Nagar, Revenue Colony, Kothapeta, Renigunta Police Station Road, Renigunta Main Road, Gandhi Nagar, NGO Colony, Maruthi Nagar"
Chandragiri,Tirupati,"Chandragiri Main Bazar, Chandragiri RTC Bus Stand Area, Chandragiri Railway Station Area, Revenue Colony, Chandragiri Police Station Road, Maruthi Nagar, NGO Colony, Santhi Nagar, Sai Nagar"
Puttur,Tirupati,"Puttur Main Bazar, Puttur RTC Bus Stand Area, Santhi Nagar, Kothapeta, Bhavani Nagar, Sai Nagar, Puttur Police Station Road, Maruthi Nagar"
Nagari,Tirupati,"Nagari Main Bazar, Nagari RTC Bus Stand Area, Bhavani Nagar, Santhi Nagar, Nagari Railway Station Area, Kothapeta, Sai Nagar"
Satyavedu,Tirupati,"Satyavedu Main Bazar, Satyavedu RTC Bus Stand Area, Satyavedu Police Station Road, NGO Colony, Revenue Colony, Satyavedu Railway Station Area, Kothapeta, Gandhi Nagar"
Yerpedu,Tirupati,"Yerpedu Main Bazar, Yerpedu RTC Bus Stand Area, Yerpedu Police Station Road, Revenue Colony, Maruthi Nagar, Yerpedu Railway Station Area, Bhavani Nagar, Gandhi Nagar"
Thottambedu,Tirupati,"Thottambedu Main Bazar, Thottambedu RTC Bus Stand Area, Maruthi Nagar, Bhavani Nagar, Thottambedu Police Station Road, Sai Nagar, Revenue Colony, Thottambedu Railway Station Area, Gandhi Nagar, Thottambedu Main Road, NGO Colony"
Buchinaidu Kandriga,Tirupati,"Buchinaidu Kandriga Main Bazar, Buchinaidu Kandriga RTC Bus Stand Area, Buchinaidu Kandriga Police Station Road, Santhi Nagar, Buchinaidu Kandriga Main Road, Bhavani Nagar, Maruthi Nagar, Gandhi Nagar, Revenue Colony, NGO Colony, Sai Nagar"
Varadaiahpalem,Tirupati,"Varadaiahpalem Main Bazar, Varadaiahpalem RTC Bus Stand Area, Santhi Nagar, Varadaiahpalem Police Station Road, Bhavani Nagar, Kothapeta, Varadaiahpalem Railway Station Area"
Nindra,Tirupati,"Nindra Main Bazar, Nindra RTC Bus Stand Area, NGO Colony, Kothapeta, Nindra Railway Station Area, Revenue Colony, Nindra Main Road, Gandhi Nagar, Santhi Nagar, Sai Nagar"
Pichatur,Tirupati,"Pichatur Main Bazar, Pichatur RTC Bus Stand Area, Santhi Nagar, Gandhi Nagar, NGO Colony, Kothapeta, Maruthi Nagar, Pichatur Main Road, Pichatur Police Station Road, Bhavani Nagar"
Karvetinagaram,Tirupati,"Karvetinagaram Main Bazar, Karvetinagaram RTC Bus Stand Area, Santhi Nagar, NGO Colony, Bhavani Nagar, Karvetinagaram Railway Station Area, Gandhi Nagar, Sai Nagar, Karvetinagaram Police Station Road"
Vadamalapeta,Tirupati,"Vadamalapeta Main Bazar, Vadamalapeta RTC Bus Stand Area, Vadamalapeta Police Station Road, Gandhi Nagar, NGO Colony, Vadamalapeta Railway Station Area, Maruthi Nagar, Kothapeta"
Tirupati Rural,Tirupati,"Tirupati Rural Main Bazar, Tirupati Rural RTC Bus Stand Area, Sai Nagar, Revenue Colony, Bhavani Nagar, NGO Colony, Gandhi Nagar, Tirupati Rural Police Station Road, Santhi Nagar"
Srikalahasti Rural,Tirupati,"Srikalahasti Rural Main Bazar, Srikalahasti Rural RTC Bus Stand Area, Kothapeta, Srikalahasti Rural Main Road, Santhi Nagar, Maruthi Nagar, NGO Colony"
Renigunta Rural,Tirupati,"Renigunta Rural Main Bazar, Renigunta Rural RTC Bus Stand Area, Bhavani Nagar, Renigunta Rural Railway Station Area, Santhi Nagar, Kothapeta, Maruthi Nagar"
Puttur Rural,Tirupati,"Puttur Rural Main Bazar, Puttur Rural RTC Bus Stand Area, Gandhi Nagar, Santhi Nagar, Puttur Rural Main Road, Revenue Colony, Kothapeta, Sai Nagar, Maruthi Nagar, NGO Colony"
Nagari Rural,Tirupati,"Nagari Rural Main Bazar, Nagari Rural RTC Bus Stand Area, Nagari Rural Main Road, Santhi Nagar, NGO Colony, Kothapeta, Nagari Rural Railway Station Area, Sai Nagar, Nagari Rural Police Station Road, Revenue Colony"
